0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0669529906028016	0	0.0333559583855075	0	0.0245848497969597	0	0	0	0	0.0393266316368445	0.263121555043241	0.182151174357234	0.221542170366643	1	0.768803173748698	0.154497899380932	0.0540695837380487	0.0760119834759102	0.0163532316766334	0.0137517407637125	0.00873693695802273	0.00411253232846895	0	0	0	0	0.0056496705714386	0.0127956372658015	0.0163579127219108	0.0104798071409346	0	0.0139811119823056	0.0494926917180606	0.0373957004599127	0.0157458660518894	0	0	0	0	0	0	0.0811798574621713	0	0	0	0	0.0166879264139682	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212870090634441	0.433793698748382	0.832153646957272	0.637375917134225	0	1	0	0.119939577039275	0	0.467026327147173	0.091575312904618
0	0	0.00433438547395138	0.00599980475741108	0	0	0	0.457583547557841	0	0	0	0.10356317724773	0.0540171162669617	0.0424262145716052	0	0.109830464351957	0.069854544271257	0.057144251732778	0.0869643031466597	0.0907747876736845	0.056942501057564	0	0.0149383358823338	0	0	0.0666428036835768	0.361068627770004	0.35094855357782	0.613972861280141	0.539683056197325	0.708437733884351	0.533467833783476	0.585174579414923	0.611076762877876	0.44827698415281	0.545703036022258	1	0.831375484038918	0.574013211415183	0.687286453418372	0.248107773909082	0.0999609514822166	0	0.422309719826885	0	0.093514692004816	0.0236865054830627	0.0779994142722333
0	0.017941485334701	0.114754438664615	0.069763352626566	0	0	0	0	0.0245744498986495	0	0	0	0	0	0	0	0	0	0.0554485066061006	0.0503760959288837	0.108717366351625	0	0	0	0	0	0.468508071409383	0.620741446259799	0.804100422497375	0.682479790949276	1	0.509927467213715	0.963867926832247	0.521381297775173	0.233985395755489	0.0961071629179183	0	0	0	0.141939580433243	0	0	0	0	0	0	0	0
0.0601750724402748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524720876983242	0	0	0	0	0	0	0	0	0	0.0671617596401289	0	0	0	0	0.0775992381106766	0	0.150412352333286	0	0.257867115154708	0.612044335474458	1	0.502624060302729	0.355595631294199	0.162104111365524	0.559431419829385	0	0	0	0.0422686470385605	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28851384860462	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.365819569889241	0.0849641574367683	0
