0.870124767685253	0	0	0	0	0	0	0	0	0	0.980525955098142	0	0.978625701158782	0	0.979510011737934	0	0.986639187002808	0.997454579602501	1.0115033457965	0.953717591596525	0.90574702018794	0	0	0	0	0	0	0	0	0	1.04014683876232	0	1.03736830663425	0	1.03871814154974	0	1.04843827341716	1.06021708414687	1.07713018429089	1.01056120684829
0	0	0.764460938683221	0	0	0	0	0	0	0	0	0	0	0.76649325869855	0	0	0	0	0	0	0	0	0.766968192721569	0	0	0	0	0	0	0	0	0	0	0.76906062366072	0	0	0	0	0	0
0.985314270476747	0.985904832054897	0.997618116453371	0.997281918171988	0.979666295697641	0.985721235693844	0.955105241735537	0.997066079030932	0.969442905545126	0.987861610121143	0.997422639157308	0.963591930570269	0.995042085875626	0.997974649674245	0.968504742422305	0.949837091142826	0.887609367769961	0.981165707235394	0.886711736876599	0.950268876458876	1.04243540466891	1.04655385416064	1.05993294657696	1.06000371653971	1.0374401719932	1.04622576854404	1.01024294857859	1.06154908385034	1.02851621862849	1.04978151450709	1.06039569629584	1.01832378368359	1.0570140090557	1.06105690240889	1.02554059554864	1.00214445012671	0.929511811263283	1.04070530213894	0.927724521486286	1.00640052974166
1.01204407326613	1.03275589708619	1.02974373744164	1.04654023485427	1.03838555457928	1.0270236630524	1.05140226834814	1.03492957584872	1.02761376621039	1.00899239877836	1.02553404934596	0.962987445584114	0.95914741118218	0.975998604658183	1.0159381863318	0.845127590558185	0.992559226407716	1.01164937334714	0.99573204276858	0.994389907868086	1.05473880396115	1.08216141771312	1.07802040108252	1.09849704970392	1.08741847811418	1.07509851312688	1.10498522394523	1.08598376916483	1.0773695661749	1.05422348068292	1.07342761291528	0.997510243406589	0.993599339106716	1.01400205490323	1.06179717900429	0.856873548686346	1.03465351391459	1.05663871498488	1.03774409157414	1.03822611484207
0.894621622325534	0.791168495108633	0.845876330199068	0	0.813442463666305	0	0.856496287242008	0.904375958224245	0.829088056396724	0.780005836730278	0.959712246114349	0.811494345881052	0.884905874757942	1.05558597458855	0	0.944140953081056	0	0.891236521952068	0	1.01288991918804	1.01932807088749	0.902568442014932	0.966980119258383	0	0.926484564292873	0	0.982541430968236	1.04197211213777	0.951690494490503	0.891280199156167	1.10512813894695	0.924340133817608	1.01431154138748	1.22027617380177	0	1.08341501051101	0	1.0225876929116	0	1.17501510671311
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.749665382892892	0.893822204401	0	0.918008008711526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.808215867744705	0.979288749362451	0	1.00985584472732	0	0
0	0	0	0	0.892623820094219	0	0	0	0.869542555231317	0	0.967840363529377	0	0	0	0	0.887065698420866	0	0	0	0	0	0	0	0	0.977274762875827	0	0	0	0.954332776099802	0	1.06990753851086	0	0	0	0	0.971220253518025	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.756586067378515	0.954297014192015	0.916671105516275	0.979858112068366	0	0.995583000206029	0.9702745917886	0.957892818153287	0	0	0	0	0	0	0	0	0	0	0	0	0.834713574541341	1.07248838636659	1.02673710207985	1.10030777999384	0	1.12135436316616	1.09092332774706	1.08146111919904
0.872525945637428	0.932913516135047	1.02568879068122	0.933942342208575	0.948303288370427	0.925897146376377	0.93230142217055	0	1.02104453343606	0.952035820206434	0.848556560766724	0.935402749233204	0.974727830322329	0.941461962559174	0.94899000361673	0.966886258002654	0.88263000740811	0.98765347443723	0.927294905461795	0.948919303444214	0.968390924009238	1.0461847271279	1.15606770469938	1.04722290153351	1.06179481009182	1.03799576263864	1.04700457232656	0	1.15575771830047	1.07124478621322	0.945622307039751	1.04657557106336	1.09573399185434	1.05710269960518	1.06543363337027	1.08481591275092	0.987881405163789	1.11185632001471	1.03946388733261	1.07063689271322
0	0	0	0	0	0	0	0	0	0	0.782908030881771	0	0	0	0	0	0	0.864917651576118	0	0	0	0	0	0	0	0	0	0	0	0	0.833815236703449	0	0	0	0	0	0	0.931852864590912	0	0
