0.017557878	0.052993255	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108118126	1	0.00114067	0	0	0	0	0	0	0.04200979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197288901	1	0	0.010971477	0	0	0	0	0	0	0	0	0	0	0.008392556	0	0.012773013	0	0	0	0.005199495	0	0	0	0.400291009	1	0.004204702	0	0	0	0	0	0	0	0.197749876	0.172066136	0.019789284	0	0	0	0	0.019296992	0	0	0	0	0	0	0.247557185	1	0.009421308	0	0	0	0	0.007357036	0.010830433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.004215235	0	0	0	0	0	0	0	0.007166121	0.084874061	0.032789528	0	0	0	0	0	0	0	0	0	0	0	0	0.475060404	1	0	0	0	0	0	0	0
0.018792388	0	0.016171488	0	0	0	0	0	0	0	0	0	0	0	0	0.142349433	1	0	0	0	0	0	0	0	0.035354603	0.012298033	0.030325453	0	0	0	0	0	0.024933692	0	0	0	0	0	0	0.108149145	1	0	0	0	0	0	0	0	0.06925407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.531067479	0	0	0	0	0	0	0	3.611e-4	0.157491698	0.032375071	0.003534543	0	0	0	0	0	0.01588483	0.009637969	0	0	0	0	0.07607516	1	0.038638941	0	0	0	0	0	0	0.081703144	0	0	0	0	0	0.131745109	0	0	0	0.159387307	0.175305055	0	0	0	1	0.008884047	0	0	0	0	0	0	0	0	0.095751269	0	0	0	0	0	0	0	0.063667326	0	0	0	0	0	0.327195321	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.160749889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0.577572731	0.257316544	0	0	0.108738602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.569572171	0.110149274	1	0.789262073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240592384	0.538510578	0.243379408	0.247926657	0	0	0	0	0.242550071	0.543858956	1	0	0	0	0	0	0	0	0	0	0	0.015383357	0	0.231349012	1	0.818471338	0.014037237	0.029162175	0	0	0	0	0	0.168357015	0	0	0	0	0	0	0	0	0	0	0	0.060930916	0	0	0.338994278	0.591510423	1	0	0	0	0	0	0.34118383	0.361276196	0	0	0	0	0	0	0	0	0	0	0	0	0.031773015	0	0	0.921315685	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.301149808	1	0.473529412	0.118746876	0.112356274	0.015812365	0.017086319	0.062149642	0.091101483	0.078385269	0.019214298	0	0	0	0	0	0	0	0.007482253	0.015612398	0	0.053844359	0.003061823	0.038624396	0.746221916	0.202910963	1	0.060325971	0.494792532	0.097838723	0.161713838	0.088007402	0.143609879	0.052964342	0	0.130604256	0	0	0	0	0	0	0	0.044046405	0	0.055785153	0.244834049	0.645251595	0.267979582	1	0.708905291	0.280454577	0.132016969	0.071663103	0.006902463	0.090046216	0.067272539	0.060353866	0.011138856	0	0.006318549	0	0	0	0.008093054	0	0	0	0.009592329	0.018248603	0.056735876	0.210598745	0	0	0	0.313477432	0	0	0	0.372621318	0.389001907	0	0.347171011	0	0	0	0	0	0	0	0	0.210114431	0	0.465013774	0.567048103	1	0.224781196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449976416	0	0	0	0.616634348	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.168948462	1	0.72864774	0.106706895	0.105193392	0.096278564	0.005771392	0.0129083	0.029075082	0.019826887	0.012568009	0.016426946	0	0	0	0	0	0	0	0	0.004083886	0	0.009582155	0.042432486	0.80188439	0.186314829	1	0.060164672	0.588298956	0.17432094	0.108660131	0.041740939	0.122130974	0.078185213	0.021657754	0.103388931	0.012959214	0	0	0	0	0.041972243	0	0	0	0.004363594	0.069667261	0.417557932	0.109145733	1	0.721189986	0.420242924	0.13109167	0.124848704	0	0.033497547	0	0.026656828	0.086287771	0.288907056	0.185430956	0	0	0	0	0.031961226	0	0	0.022500159	0.010403882	0.041641008	0.282833967	0.001394389	0.159134885	0.417015168	1	0.017426815	0.013256663	0.049572436	0	0.142796954	0	0.066387866	0.019379564	0.151067349	0	0	0	0	0	0	0	0.047659322	0.046851008	0.065941577	0.033824356	0.205436255	0.055630683	0.952079706	0.663174695	1	0.218804411	0.139901335	0.207699749	0.139872316	0	0	0	0.07522248	0	0	0	0	0	0	0	0	0	0	0.009033179	0	0.026820195	0.220321758	1	0.441698146	0	0	0	0	0	0.019399436	0	0	0	0	0	0	0.035985887	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.286273793	1	0.74047151	0	0.038269404	0	0	0	0	0	0.129049513	0.069310718	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.06104111	0	0	0.186657939	0.32264223	0.01956581	0.029582356	0	0	0	0	0	0	0	0	0	0	0.024845526	0.35140743	0.765779236	1	0.454863071	0.249248608	0.122322069	0.024670074	0.019597223	0	0	0.058771836	0.022958273	0.034417576	0.027797696	0	0	0	0	0	0	0	0	0	0.090674595	0.708155107	0.683709774	1	0.058457925	0	0	0	0	0	0.067055767	0.304887068	0.057242654	0	0.017952229	0	0	0	0	0	0	0	0	0	0	0.255766047	1	0.062796886	0.058567838	0	0.17789222	0	0	0	0	0.191637545	0	0	0.026189688	0	0	0	0	0	0	0	0	0	0	0.034699601	1	0.603454394	0	0	0	0	0	0	0	0	0.050614076	0	0
0.347292365	0	0	0	0	0	0	0	0	0	0	0.446487896	1	0.123031657	0	0	0	0	0	0	0	0.335389199	0.252513966	0.413802607	0.036680695	0	0	0	0	0	0	0	0	0	0	1	0.415004575	0	0	0	0	0	0.813833486	0.203846295	0	0.028066606	0.148292772	0.30462946	0	0.040108526	0	0	0	0	0	0	0	0	0.221438029	1	0.745909585	0.238745449	0.187449756	0.244325436	0.134983686	0.116676124	0	0	0	0.058666714	0.024430179	0.035084173	0	0.024712011	0	0.010325894	0.003802516	0	0	0	0	0	0.296120617	0.336502626	1	0.014699517	0	0.056399288	0.055010164	0	0	0	0.440941047	0.31352702	0.388637134	0.241699136	0.010898911	0	0	0	0	0	0	0	0	0	0.164645387	1	0.074260684	0.173512608	0.009939819	0.133412051	0	0	0	0	0.109537594	0.005517026	0.092732536	0.150338996	0	0	0	0	0	0	0	0	0	0	0	0.544868363	0.893845843	0	0.075345301	0	1	0	0	0	0	0	0.011407973	0
0	0	0	0	0.031424469	0	0	0.040371928	0.111103135	0	0	0.617987899	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.621667303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271303147	0	0	0	0	0	0	0	1	0	0	0.786317451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096325697	1	0.385438875	0.115165948	0.179677932	0.572979512	0	0	0	0	0	0	0	0	0	0.034459061	0.341921827	0.188054737	0	0	0	0	0	0	0	0	0	0	0.537536879	1	0.013837076	0	0.084319606	0	0	0	0	0	0	0	0.036807841	0.100304781	0	0	0	0	0	0	0	0	0.486195854	0.24545761	0	0.206303725	0.572391707	1	0.421506826	0	0	0	0	0	0	0	0	0
0	0	0	1	0.584277769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027480474	0.021528145	0	0	0	0	0	0.048666646	0.180253291	1	0.830662476	0.452251299	0.148221676	0.106307372	0	0	0	0	0	0.022561533	0.017320223	0	0	0.425743907	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209674162	0	0	0	0	0	0.525067395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0.768227909	0.233603239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.459940036	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012697912	0	0.195465694	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.239171114	0	0	0.044027146	0	0	0	0	0	0	0	0	0	0	0	0	1	0.817238319	0.679887341	0.056830896	0	0	0	0	0	0	0	0	0	0	0	0	0.435433466	0	0	0	0	0	0	0	0.296283108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.154738565	0.143591618	0	0	0	0	0	0	0	0.040898619	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588132551	0	0	0	0.569375216	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51302588	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.520099921	1	0.217305824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.239834498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752012882	1	0.890711877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.750463431	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.1601658	1	0	0	0.146388928	0	0	0	0.21088942	0	0.137679734	0.196510702	0	0.091030865	0.113715985	0	0	0	0.037988853	0.088686713	0.139297925	0.171528266	0.22637113	0.708688699	0.164770789	1	0.025806503	0.572228145	0.335026652	0.408608742	0.448864606	0	0.456695096	0	0.542004264	0	0	0	0	0	0	0.066855011	0.409093817	0.288422175	0.051379531	0.326727079	0	0	0	1	0.32305648	0	0	0	0.122834607	0	0.085216204	0	0	0	0	0	0	0	0	0	0	0	0.069095076	0	0.008056663	0	0.145361628	0	0.093287137	0	0	0.221385881	0	0.243438718	0.303048939	0.262399307	0	0	0	0	0	0	0	0	0	1	0.404634041	0	0.466210481	0.102190454	0	0	0	0	0.078625778	0.158365998	0	0	0	0	0.22088233	0	0	0	0	0	0	0	0.427668896	1	0	0.330943048	0.311275075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.493620415	0.491712235	0	0.203463203	0.383430166	0.410486443	0	0	0.041629642	0.542207792	0.460355434	0.90330941	0.471007063	0	0	0	0	0	0	0	0	1	0	0	0.395160601	0.021301042	0.154147446	0.009525884	1	0.061976764	0	0	0	0	0.532974543	0.175918332	0	0.175187938	0	0	0	0	0	0	0	0	0	0	0.75396444	0.485992311	0	0	0	0.403712158	0.013174556	0.309682845	0.35135752	0.878183566	1	0.65299135	0	0	0	0	0	0	0	0	0	0	0	0	0.002787895	0.442390912	0.444329246	0.356007333	0.019252614	0.045384061	0	0	0.038287354	0.206244741	1	0.008681332	0	0	0	0	0	0	0	0	0	0.34751773	0	0	0.015071282	0.001817632	0.029794138	0.011661154	0.134677235	0	0	0	0	0.005796647	0.236787181	0.11714188	0	0	0	0	0	0	0	0	1	0.037957345	0	0	0.134751972	0.232321736	0.401729591	1	0.709572807	0.3116307	0	0	0.053004764	0.240208992	0.103395124	0.379409056	0.586980022	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385618748	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.082056469	0.05699406	0	0	0	0	0	0.033103211	0.049784798	0.026445296	0.037957734	0.090346045	0.36546871	0.605836274	1	0.235318929	0.006033399	0	0.00198683	0.012235947	0.114560558	0.137681846	0.166488766	6.17543e-4	0	0	0	0	0	0.001313579	0.010851648	0.012366562	0.021838697	0.018903061	0.042058477	0.030082418	0.168759812	1	0.156465856	0.027632457	0	0	7.16974e-4	0.04086146	0.003599294	0.066533556	0.104493721	0.001033072	0.015293178	0.005377323	0.011376329	0.002924855	0.002059257	0	0.006288722	0.014099696	0.027402318	0.02921837	0.043730805	0.051737054	0.314089933	1	0.391134544	0.102693011	8.47047e-4	0	0	0.013038647	0.036809217	0.205055831	0.243152083	0	0	0	0	0	0	0	0	0.011249639	0.032913158	0.036218423	0.01418355	0.06241218	0.06233563	1	0.45628987	0.182971847	0.001360959	0	0	0.010406907	0.06532789	0.056160585	0.082811942	0.010917661	0	0	0	0	0	0	0	0.040255146	0.031426636	0.061078915	0.052461145	0.004479171	0.197192639	0.25953035	1	0.001951041	0.027670944	3.26836e-4	0	0.064375494	0.007879803	0.034646069	0.03959282	0	0.007349015	0.008513797	0	0	0.00152496	0.00776456	0	0.014703867	0.035039205	0	0.050258874	0.056703777	0.256209972	1	0.446758844	0.090758365	0	0	0	0.001428338	0.016331478	0.028127432	0.001135692
0	0.280427227	0.912350598	0.134627448	0.406883106	0.468508943	0.087166229	0.509714334	1	0.911841994	0.289777062	0.674366364	0.747673137	0.183851827	0.336322794	0.950580656	0.422361617	0.026060015	0	0	0	0	0	0	0.041770386	0.003587268	0.210579399	0.017979614	0.810264664	0.486981402	0.642238913	0.403755365	0.837660944	0.613590844	1	0.716309013	0.141298283	0.188304721	0.194520744	0.190207439	0.858333333	0.051430615	0	0	0	0.006694564	0.01323784	0.032850143	0.040251096	0.183665383	0.287781315	0.384613672	0.53424749	0.205427064	0.007275783	0.423613739	0.398437326	0.905082029	1	0.673151838	0.234245264	0.156372014	0.053253345	0.711461835	0.85806825	0.080931817	0	0	0	0	0	0.021052245	0	0.158893321	0.460938492	0.198589975	0.029282793	0.045982063	0.498844033	0.561367851	0.748075506	1	0.671171972	0.055001143	0.535530093	0.01961815	0.160379564	0.109202002	0.418866391	0.090693834	0	0	0	0	0.010932649	0.02966134	0.006627873	0.006830097	0.299418102	0.125701446	0.785648442	0.217788212	0.412052774	0.185406464	0.707754796	0.265889843	0.456213631	0.349426744	0.03158956	0.211796393	0	1	0.001064239	0.005765973	0	0	0	0	0.025909143	0.022250965	0.030851236	0.193134464	0.385887149	0.6564967	0.829041025	0.423579656	0.311789828	0.501682412	0.748026401	0.835382425	0.142429145	0.634592986	0.437588974	0.197511971	0.207690566	0.474213796	1	0.066076744	0	0	0	0	0	0
