X1.MAR	36.88603754	37.00587731	36.91972067	36.75533385	37.37308628	37.28967028	37.25490486	37.08717741	32.01836825	31.83845916	32.0150479	31.67134918	34.86082698	34.95912905	34.91972067	34.63612069	31.04791253	30.03485638	30.57542476	30.44332122	34.41462855	34.04303031	34.33697599	33.17979266	28.0964755	28.06599489	27.75811706
X2.MAR	36.87463278	36.4972657	36.4793066	36.7799959	37.18275507	36.87463278	36.66553718	36.67871257	34.75533385	34.44578948	34.19747658	34.1753376	35.77264145	35.4972657	35.3202586	35.2478501	35.2011336	35.11458357	34.94611217	34.8375196	35.68916693	35.15285359	35.27932833	34.95046419	35.92193849	34.75035044	34.61981888
X5.MAR	31.08638668	31.23077659	31.43340575	31.51559151	31.51559151	31.74534976	31.6543761	31.94698362	30.3087791	31.15436347	30.61104867	30.04791253	30.60222482	31.54811741	31.04139922	30.6543761	30.47266518	31.16038726	31.61981888	29.74855219	29.68311263	30.5202832	30.70470778	31.06727786	31.11147766	30.70470778	31.73327693
X6.MAR	28.93999719	29.69809748	31.5061621	30.06085159	32.29515582	31.85712301	31.9983305	30.80039112	29.48231535	27.84445791	26.65948902	26.89735285	28.17949608	29.20069525	27.20769297	26.64581409	27.39100019	27.9922645	27.31527286	27.11147766	28.29351234	26.87408307	27.96499157	27.697344957000002	30.03485638	28.33671003	27.52402561
X1.SEP	31.02168099	31.59334667	31.2134986	29.73986613166667	29.71795768625	31.11768281	31.42342167	31.76524932	33.44578948	32.63935906	32.86452146	32.72517188	31.40324378	31.64581409	30.43340575	30.16038726	32.52262334	29.65266776	32.27863623	32.89735285	30.09898672	31.06727786	32.6543761	30.91170815	29.34095951	30.231901847999996	30.89012128
X2.SEP.1	33.65224036	33.44578948	33.47024252	33.79459328	33.71497611	33.47024252	33.0832194	33.54120904	35.41147511	34.93297676	34.99327727	34.79942643	36.33531294	35.99538494	36.16226455	36.06727786	36.31013438	36.2531444	36.5061621	36.52670947	35.98693575	35.58944523	35.73024287	35.85851311	35.70985108	35.50320272	35.1414788
X4.SEP	31.98141712	31.39304802	31.5202832	32.1021196	30.4919014	31.2018639	30.09898672	30.31958585	31.13001361	31.04139922	31.34095951	31.77313292	33.8138295	33.78487812	33.775097100000004	34.01836825	35.23363624	34.36984063	33.99327727	34.00168951	33.27586448	32.6543761	33.15737851	33.61981888	29.99496365	29.89735285	30.07367563
X5.SEP	28.92592201	29.10399608	29.32603126	29.50142418	28.67976142	30.12386138	27.43141446	29.77862592	29.7080016	30.14831443	29.76445858	29.46295003	31.08638668	30.81573909	31.30334521	31.83469725	30.93999719	30.28691967	29.51653107	30.1723599	29.10649425	28.14102193	30.23077659	28.56819319	28.39917412	28.59334667	28.75493581
X6.SEP	27.54627841	29.00838417	29.55178839	28.15073709	29.38894945	29.13858289	29.70470778	28.04531074	33.20623791	32.92060821	32.74735211	32.55727741	30.98141712	31.68394922	31.2134986	31.2018639	30.72110221	30.51088451	30.3087791	30.54811741	31.42342167	31.64581409	32.16338975	31.82714385	31.3087791	29.19835511	32.73731244
X7.SEP	34.4883141	34.46416801	34.494288	34.91081511	34.27586448	34.13001361	33.9848157	34.1753376	35.6760871	35.91081511	35.63070719	36.13575759	36.7428429	36.9848157	36.70470778	37.21928095	37.69176872	37.32361761	37.17347726	37.73655664	36.41147511	36.26367507	36.45347567	36.93077586	36.19930625	35.89735285	35.41147511
X8.SEP.1	30.73731244	31.2134986	30.7691965	31.7413367	29.14588769	29.58799343	28.83845916	28.31958585	33.05115819	33.184234	33.20478138	33.03485638	34.2478501	33.99327727	34.01005299	33.78487812	35.32361761	34.54696831	34.77018161	34.5697782	33.70470778	33.20332337	33.93297676	33.99327727	33.31689175	33.04465955	32.87188217
X10.SEP	31.23077659	31.71702104	30.85340951	31.54811741	31.99158892	31.89012128	31.40324378	31.99158892	31.184234	30.91883258	31.65010145	32.0150479	32.61981888	32.58888702	32.85526745	32.67976142	32.58665201	32.64151395	32.7352961	32.16038726	31.96774218	32.12386138	32.40578151	32.32763813	32.01171988	32.39048778	29.68812489
